zip_code,market_value,total_livable_area
19127,319600,1
19127,486300,1
19127,318800,1
19127,320600,1
19127,318000,1
19127,329500,1
19127,326500,1
19127,266000,1
19127,265700,1
19127,265400,1
19127,265100,1
19127,264800,1
19127,170600,1
19127,170200,1
19127,169800,1
19127,170400,1
19127,170000,1
19127,170400,1
19127,170000,1
19127,170600,1
19127,170200,1
19127,169800,1
19127,221600,1
19127,224400,1
19127,254200,1
19127,303800,1
19127,243200,1
19127,447600,1
19127,315100,1
19127,236500,1
19127,352800,1
19127,298800,1
19127,322800,1
19127,284900,1
19127,296900,1
19127,473400,1
19127,957200,1
19127,388900,1
19127,273800,1
19127,321200,1
19127,3058900,1
19127,294200,1
19127,247600,1
19127,266900,1
19127,361900,1
19127,176700,1
19127,230500,1
19127,216800,1
19127,262200,1
19127,163600,1
19127,265100,1
19127,266800,1
19127,790300,1
19127,230500,1
19127,239700,1
19127,298200,1
19127,267700,1
19127,405300,1
19127,580300,1
19127,316600,1
19127,198800,1
19127,346400,1
19127,445300,1
19127,445300,1
19127,236900,1
19127,312900,1
19127,310700,1
19127,436200,1
19127,229900,1
19127,176700,1
19127,253600,1
19127,176700,1
19127,251900,1
19127,385700,1
19127,139500,1
19127,250900,1
19127,271200,1
19127,319700,1
19127,2293400,1
19127,216600,1
19127,252500,1
19127,302000,1
19127,283900,1
19127,235200,1
19127,263500,1
19127,358200,1
19127,279600,1
19127,293000,1
19127,227600,1
19127,214900,1
19127,271000,1
19127,235900,1
19127,299500,1
19127,270100,1
19127,269200,1
19127,253500,1
19127,271600,1
19127,43200,1
19127,261800,1
19127,566300,1
19127,250000,1
19127,249500,1
19127,230100,1
19127,277500,1
19127,215900,1
19127,270000,1
19127,218400,1
19127,291700,1
19127,281300,1
19127,209900,1
19127,264600,1
19127,229700,1
19127,277600,1
19127,311200,1
19127,562000,1
19127,261900,1
19127,277900,1
19127,273000,1
19127,220300,1
19127,217900,1
19127,235900,1
19127,283100,1
19127,268900,1
19127,262400,1
19127,271000,1
19127,223300,1
19127,234400,1
19127,218400,1
19127,251500,1
19127,92700,1
19127,215100,1
19127,242400,1
19127,1205700,1
19127,203200,1
19127,226300,1
19127,300400,1
19127,306700,1
19127,283700,1
19127,197900,1
19127,248100,1
19127,207900,1
19127,452900,1
19127,210600,1
19127,259500,1
19127,250600,1
19127,242900,1
19127,249200,1
19127,472800,1
19127,282700,1
19127,248400,1
19127,339300,1
19127,489500,1
19127,338500,1
19127,222300,1
19127,561400,1
19127,220000,1
19127,231700,1
19127,217900,1
19127,192200,1
19127,417100,1
19127,249200,1
19127,21255000,1
19127,256000,1
19127,214700,1
19127,211200,1
19127,355300,1
19127,248900,1
19127,219000,1
19127,337800,1
19127,246200,1
19127,284300,1
19127,273600,1
19127,86900,1
19127,231800,1
19127,329700,1
19127,222300,1
19127,532900,1
19127,258500,1
19127,7900,1
19127,233900,1
19127,206000,1
19127,18300,1
19127,258500,1
19127,295000,1
19127,278300,1
19127,386000,1
19127,202600,1
19127,203900,1
19127,240800,1
19127,440100,1
19127,376700,1
19127,73500,1
19127,513000,1
19127,257800,1
19127,244400,1
19127,197300,1
19127,452400,1
19127,482000,1
19127,236900,1
19127,237800,1
19127,232200,1
19127,246800,1
19127,261300,1
19127,277600,1
19127,287300,1
19127,381900,1
19127,274600,1
19127,231200,1
19127,210000,1
19127,274700,1
19127,218800,1
19127,317900,1
19127,286900,1
19127,238300,1
19127,236200,1
19127,206000,1
19127,246200,1
19127,262200,1
19127,232400,1
19127,281000,1
19127,391400,1
19127,206000,1
19127,229800,1
19127,225500,1
19127,222600,1
19127,216900,1
19127,356300,1
19127,239600,1
19127,24800,1
19127,270900,1
19127,216000,1
19127,206000,1
19127,391400,1
19127,292900,1
19127,218200,1
19127,284100,1
19127,232100,1
19127,356300,1
19127,206800,1
19127,300400,1
19127,215100,1
19127,356300,1
19127,259500,1
19127,341100,1
19127,275500,1
19127,194800,1
19127,411600,1
19127,382100,1
19127,477500,1
19127,147200,1
19127,237200,1
19127,307100,1
19127,5700,1
19127,230800,1
19127,235500,1
19127,3184400,1
19127,321700,1
19127,243400,1
19127,216000,1
19127,221300,1
19127,308100,1
19127,199000,1
19127,385500,1
19127,252500,1
19127,218400,1
19127,243700,1
19127,229800,1
19127,312100,1
19127,222200,1
19127,229000,1
19127,212600,1
19127,267300,1
19127,33200,1
19127,33200,1
19127,33200,1
19127,314700,1
19127,375400,1
19127,267800,1
19127,228700,1
19127,251100,1
19127,286800,1
19127,244000,1
19127,295000,1
19127,280100,1
19127,251000,1
19127,260100,1
19127,290200,1
19127,393500,1
19127,366800,1
19127,203500,1
19127,228400,1
19127,206300,1
19127,166000,1
19127,287900,1
19127,361200,1
19127,257200,1
19127,193300,1
19127,280400,1
19127,291600,1
19127,21600,1
19127,212000,1
19127,51000,1
19127,223800,1
19127,54900,1
19127,314100,1
19127,233900,1
19127,245700,1
19127,237700,1
19127,291100,1
19127,278800,1
19127,228100,1
19127,218300,1
19127,332700,1
19127,493500,1
19127,266600,1
19127,308700,1
19127,55000,1
19127,107900,1
19127,220700,1
19127,281000,1
19127,217600,1
19127,438900,1
19127,218800,1
19127,268000,1
19127,16800,1
19127,342100,1
19127,221100,1
19127,260300,1
19127,266100,1
19127,357500,1
19127,230200,1
19127,227100,1
19127,65500,1
19127,211800,1
19127,378200,1
19127,275900,1
19127,440300,1
19127,229800,1
19127,817400,1
19127,254200,1
19127,234900,1
19127,1236900,1
19127,320200,1
19127,272400,1
19127,294800,1
19127,261200,1
19127,269500,1
19127,265500,1
19127,318800,1
19127,258900,1
19127,235800,1
19127,415100,1
19127,613200,1
19127,280200,1
19127,202300,1
19127,30400,1
19127,218600,1
19127,194700,1
19127,268100,1
19127,204000,1
19127,217100,1
19127,338200,1
19127,268300,1
19127,173900,1
19127,275700,1
19127,440300,1
19127,279200,1
19127,257100,1
19127,380400,1
19127,215100,1
19127,245200,1
19127,213300,1
19127,257400,1
19127,278000,1
19127,319500,1
19127,122200,1
19127,2281900,1
19127,215100,1
19127,382100,1
19127,267300,1
19127,271400,1
19127,342100,1
19127,222600,1
19127,1835500,1
19127,23447300,1
19127,213000,1
19127,262000,1
19127,330400,1
19127,289800,1
19127,215200,1
19127,315600,1
19127,230300,1
19127,211100,1
19127,284600,1
19127,380100,1
19127,457300,1
19127,205000,1
19127,304100,1
19127,157200,1
19127,282200,1
19127,273600,1
19127,382700,1
19127,232000,1
19127,235500,1
19127,326700,1
19127,240300,1
19127,202500,1
19127,349300,1
19127,261700,1
19127,245600,1
19127,463700,1
19127,218800,1
19127,224700,1
19127,343300,1
19127,284200,1
19127,303000,1
19127,278800,1
19127,254200,1
19127,292200,1
19127,261800,1
19127,255900,1
19127,218600,1
19127,244500,1
19127,274400,1
19127,196100,1
19127,278000,1
19127,201800,1
19127,214200,1
19127,197100,1
19127,213900,1
19127,205000,1
19127,206600,1
19127,191100,1
19127,191100,1
19127,191700,1
19127,207600,1
19127,189900,1
19127,189900,1
19127,187500,1
19127,251800,1
19127,167600,1
19127,178700,1
19127,183000,1
19127,169600,1
19127,171600,1
19127,158800,1
19127,158800,1
19127,159200,1
19127,157700,1
19127,157700,1
19127,155900,1
19127,26100,1
19127,334000,1
19127,218400,1
19127,232300,1
19127,245000,1
19127,40000,1
19127,215300,1
19127,211000,1
19127,257200,1
19127,268600,1
19127,357900,1
19127,226000,1
19127,239800,1
19127,218400,1
19127,232000,1
19127,191800,1
19127,217700,1
19127,243400,1
19127,272800,1
19127,157400,1
19127,668700,1
19127,254900,1
19127,26700,1
19127,258800,1
19127,225000,1
19127,262300,1
19127,259600,1
19127,169000,1
19127,276400,1
19127,239600,1
19127,237800,1
19127,216000,1
19127,200700,1
19127,208100,1
19127,253700,1
19127,360500,1
19127,57800,1
19127,261100,1
19127,27800,1
19127,224800,1
19127,290800,1
19127,237800,1
19127,226300,1
19127,341000,1
19127,195500,1
19127,217400,1
19127,311100,1
19127,330400,1
19127,284400,1
19127,348400,1
19127,331100,1
19127,259400,1
19127,134700,1
19127,235200,1
19127,321300,1
19127,277000,1
19127,218400,1
19127,7900,1
19127,183300,1
19127,260500,1
19127,226500,1
19127,254000,1
19127,184700,1
19127,318000,1
19127,261500,1
19127,214700,1
19127,219000,1
19127,263600,1
19127,238300,1
19127,162100,1
19127,264400,1
19127,163700,1
19127,132300,1
19127,215600,1
19127,47700,1
19127,237500,1
19127,202900,1
19127,284100,1
19127,223500,1
19127,273000,1
19127,342000,1
19127,293400,1
19127,285400,1
19127,275000,1
19127,315000,1
19127,236300,1
19127,246000,1
19127,224100,1
19127,325000,1
19127,234900,1
19127,450500,1
19127,216800,1
19127,234400,1
19127,225400,1
19127,845000,1
19127,241700,1
19127,228600,1
19127,304800,1
19127,312000,1
19127,257300,1
19127,650000,1
19127,219000,1
19127,233700,1
19127,287300,1
19127,351100,1
19127,212900,1
19127,315100,1
19127,193400,1
19127,321900,1
19127,236600,1
19127,327300,1
19127,405000,1
19127,227300,1
19127,234400,1
19127,251000,1
19127,217700,1
19127,232600,1
19127,326900,1
19127,534300,1
19127,534300,1
19127,534300,1
19127,326800,1
19127,184400,1
19127,203500,1
19127,259500,1
19127,266500,1
19127,231300,1
19127,240700,1
19127,196400,1
19127,321000,1
19127,436200,1
19127,243200,1
19127,217600,1
19127,302200,1
19127,160700,1
19127,202100,1
19127,223100,1
19127,364900,1
19127,380600,1
19127,276500,1
19127,372200,1
19127,394500,1
19127,230600,1
19127,261600,1
19127,200800,1
19127,214400,1
19127,252600,1
19127,254300,1
19127,218000,1
19127,229400,1
19127,185200,1
19127,296300,1
19127,244300,1
19127,312800,1
19127,37300,1
19127,262300,1
19127,291600,1
19127,228900,1
19127,240500,1
19127,258200,1
19127,231600,1
19127,270300,1
19127,242800,1
19127,241300,1
19127,345300,1
19127,424700,1
19127,218800,1
19127,251600,1
19127,234900,1
19127,283000,1
19127,240400,1
19127,705300,1
19127,234400,1
19127,286700,1
19127,266500,1
19127,403000,1
19127,204000,1
19127,416500,1
19127,249800,1
19127,235500,1
19127,364400,1
19127,261000,1
19127,261200,1
19127,111000,1
19127,124700,1
19127,272800,1
19127,228700,1
19127,253900,1
19127,262700,1
19127,259500,1
19127,251000,1
19127,194800,1
19127,258100,1
19127,278200,1
19127,381400,1
19127,218800,1
19127,176700,1
19127,232600,1
19127,304700,1
19127,276900,1
19127,270500,1
19127,261400,1
19127,45200,1
19127,497200,1
19127,2600000,1
19127,115800,1
19127,273900,1
19127,206000,1
19127,219000,1
19127,53300,1
19127,305000,1
19127,307800,1
19127,238700,1
19127,12200,1
19127,234500,1
19127,234400,1
19127,264400,1
19127,329600,1
19127,220800,1
19127,270600,1
19127,222000,1
19127,210900,1
19127,273300,1
19127,217400,1
19127,399200,1
19127,257200,1
19127,226300,1
19127,265000,1
19127,292900,1
19127,320100,1
19127,217900,1
19127,402000,1
19127,276900,1
19127,358600,1
19127,227000,1
19127,255000,1
19127,218800,1
19127,452400,1
19127,1656200,1
19127,553500,1
19127,218000,1
19127,227900,1
19127,206000,1
19127,206000,1
19127,222500,1
19127,224700,1
19127,275500,1
19127,225100,1
19127,248100,1
19127,278600,1
19127,381800,1
19127,275000,1
19127,271400,1
19127,227800,1
19127,236100,1
19127,308400,1
19127,207300,1
19127,168700,1
19127,268800,1
19127,224500,1
19127,218600,1
19127,265100,1
19127,222400,1
19127,217200,1
19127,244300,1
19127,275000,1
19127,245700,1
19127,328100,1
19127,234400,1
19127,444400,1
19127,294600,1
19127,229600,1
19127,215300,1
19127,8278900,1
19127,560600,1
19127,216000,1
19127,234100,1
19127,206000,1
19127,271900,1
19127,262000,1
19127,237200,1
19127,357800,1
19127,196200,1
19127,393000,1
19127,185700,1
19127,217600,1
19127,234400,1
19127,261500,1
19127,219200,1
19127,310300,1
19127,203100,1
19127,269000,1
19127,225400,1
19127,255800,1
19127,15000,1
19127,488400,1
19127,262000,1
19127,239100,1
19127,253500,1
19127,213000,1
19127,220600,1
19127,282000,1
19127,302000,1
19127,278000,1
19127,278700,1
19127,216400,1
19127,320400,1
19127,259400,1
19127,296800,1
19127,204600,1
19127,214900,1
19127,217800,1
19127,331200,1
19127,209600,1
19127,214900,1
19127,244300,1
19127,261900,1
19127,243800,1
19127,210500,1
19127,219900,1
19127,290700,1
19127,338400,1
19127,397900,1
19127,220900,1
19127,259000,1
19127,251700,1
19127,264600,1
19127,219000,1
19127,342000,1
19127,209300,1
19127,209300,1
19127,209300,1
19127,223400,1
19127,247400,1
19127,239500,1
19127,267000,1
19127,251900,1
19127,241000,1
19127,260900,1
19127,289300,1
19127,7600,1
19127,258100,1
19127,299100,1
19127,320500,1
19127,215500,1
19127,220500,1
19127,211800,1
19127,225100,1
19127,283500,1
19127,223900,1
19127,244800,1
19127,212900,1
19127,213000,1
19127,197200,1
19127,262000,1
19127,3200,1
19127,290800,1
19127,209300,1
19127,216000,1
19127,241700,1
19127,246500,1
19127,286500,1
19127,235400,1
19127,213200,1
19127,214400,1
19127,177500,1
19127,304100,1
19127,212600,1
19127,186200,1
19127,17500,1
19127,247900,1
19127,211900,1
19127,778100,1
19127,251000,1
19127,270700,1
19127,13600,1
19127,228600,1
19127,282400,1
19127,239500,1
19127,210700,1
19127,219600,1
19127,192400,1
19127,289200,1
19127,249000,1
19127,497000,1
19127,222600,1
19127,268500,1
19127,247200,1
19127,218400,1
19127,250200,1
19127,415300,1
19127,297500,1
19127,345100,1
19127,372500,1
19127,225600,1
19127,213700,1
19127,279400,1
19127,215900,1
19127,201000,1
19127,290500,1
19127,290700,1
19127,214900,1
19127,209100,1
19127,219000,1
19127,224400,1
19127,315000,1
19127,234300,1
19127,315000,1
19127,257900,1
19127,219600,1
19127,252200,1
19127,1444300,1
19127,249700,1
19127,220200,1
19127,273200,1
19127,245300,1
19127,248900,1
19127,553800,1
19127,319300,1
19127,178300,1
19127,427500,1
19127,245700,1
19127,16900,1
19127,34000,1
19127,1021100,1
19127,324300,1
19127,34500,1
19127,9200,1
19127,248600,1
19127,293400,1
19127,266800,1
19127,264400,1
19127,277100,1
19127,226600,1
19127,452400,1
19127,286600,1
19127,249600,1
19127,329900,1
19127,251000,1
19127,265700,1
19127,214000,1
19127,415400,1
19127,233700,1
19127,248500,1
19127,239900,1
19127,201600,1
19127,220200,1
19127,320000,1
19127,269300,1
19127,285500,1
19127,321000,1
19127,260700,1
19127,264100,1
19127,403600,1
19127,264000,1
19127,203800,1
19127,247000,1
19127,399200,1
19127,252300,1
19127,286800,1
19127,290400,1
19127,310900,1
19127,193200,1
19127,205200,1
19127,241500,1
19127,278400,1
19127,285200,1
19127,247500,1
19127,170100,1
19127,270000,1
19127,256300,1
19127,239200,1
19127,256300,1
19127,426300,1
19127,472700,1
19127,593900,1
19127,296700,1
19127,267500,1
19127,247700,1
19127,170800,1
19127,217000,1
19127,210500,1
19127,226100,1
19127,157900,1
19127,186200,1
19127,2049400,1
19127,220100,1
19127,219300,1
19127,232800,1
19127,234500,1
19127,210800,1
19127,100400,1
19127,228400,1
19127,271300,1
19127,237700,1
19127,284900,1
19127,195300,1
19127,205000,1
19127,991800,1
19127,195200,1
19127,547800,1
19127,128500,1
19127,258700,1
19127,247100,1
19127,240400,1
19127,277700,1
19127,155800,1
19127,212200,1
19127,84400,1
19127,84200,1
19127,1315100,1
19127,268100,1
19127,278000,1
19127,1888900,1
19127,259100,1
19127,198800,1
19127,211100,1
19127,253000,1
19127,322900,1
19127,419000,1
19127,365600,1
19127,246100,1
19127,213000,1
19127,581800,1
19127,284100,1
19127,295900,1
19127,202800,1
19127,274200,1
19127,295900,1
19127,235900,1
19127,219600,1
19127,266700,1
19127,225500,1
19127,290500,1
19127,265500,1
19127,232900,1
19127,230400,1
19127,301100,1
19127,204300,1
19127,235700,1
19127,256600,1
19127,214100,1
19127,235600,1
19127,341200,1
19127,242000,1
19127,505400,1
19127,239600,1
19127,211600,1
19127,69500,1
19127,170100,1
19127,209700,1
19127,206300,1
19127,255000,1
19127,238900,1
19127,135000,1
19127,259200,1
19127,270700,1
19127,274900,1
19127,318200,1
19127,265000,1
19127,230300,1
19127,359300,1
19127,237500,1
19127,221000,1
19127,291000,1
19127,235200,1
19127,2665500,1
19127,256600,1
19127,284100,1
19127,225100,1
19127,262500,1
19127,339900,1
19127,265000,1
19127,262400,1
19127,192400,1
19127,265800,1
19127,202500,1
19127,316300,1
19127,294000,1
19127,227200,1
19127,286100,1
19127,185900,1
19127,211400,1
19127,328900,1
19127,206400,1
19127,223100,1
19127,252900,1
19127,210500,1
19127,245200,1
19127,274100,1
19127,263900,1
19127,232100,1
19127,1565800,1
19127,478000,1
19127,93200,1
19127,737900,1
19127,367800,1
19127,87900,1
19127,261300,1
19127,391400,1
19127,168200,1
19127,243700,1
19127,236500,1
19127,197900,1
19127,233400,1
19127,426900,1
19127,236700,1
19127,41400,1
19127,205100,1
19127,235100,1
19127,7700,1
19127,286200,1
19127,4540900,1
19127,228200,1
19127,254000,1
19127,481700,1
19127,229300,1
19127,2959100,1
19127,228100,1
19127,240000,1
19127,256300,1
19127,369800,1
19127,239500,1
19127,234900,1
19127,393900,1
19127,3700,1
19127,13700,1
19127,264000,1
19127,1581800,1
19127,350100,1
19127,7500,1
19127,285000,1
19127,207000,1
19127,225800,1
19127,246800,1
19127,247100,1
19127,244700,1
19127,422400,1
19127,981100,1
19127,362000,1
19127,410800,1
19127,443900,1
19127,229500,1
19127,692200,1
19127,457800,1
19127,2235600,1
19127,14005600,1
19127,1453700,1
19127,854400,1
19127,674500,1
19127,215000,1
19127,352700,1
19127,257300,1
19127,229200,1
19127,777900,1
19127,199600,1
19127,309700,1
19127,625500,1
19127,326200,1
19127,262900,1
19127,260800,1
19127,308900,1
19127,185000,1
19127,336600,1
19127,258900,1
19127,198200,1
19127,5416600,1
19127,62000,1
19127,218300,1
19127,442100,1
19127,14000,1
19127,272100,1
19127,44700,1
19127,285900,1
19127,276200,1
19127,244300,1
19127,240600,1
19127,972300,1
19127,226300,1
19127,220100,1
19127,291500,1
19127,219700,1
19127,130200,1
19127,217600,1
19127,245300,1
19127,282500,1
19127,225500,1
19127,233100,1
19127,218700,1
19127,287700,1
19127,354800,1
19127,262800,1
19127,236500,1
19127,287400,1
19127,406100,1
19127,270300,1
19127,263400,1
19127,346600,1
19127,402000,1
19127,285000,1
19127,222700,1
19127,266300,1
19127,306000,1
19127,299000,1
19127,249700,1
19127,237600,1
19127,214900,1
19127,245200,1
19127,139200,1
19127,292300,1
19127,238000,1
19127,275000,1
19127,205400,1
19127,251500,1
19127,423100,1
19127,212600,1
19127,302900,1
19127,230100,1
19127,208900,1
19127,193400,1
19127,244000,1
19127,234900,1
19127,247800,1
19127,120600,1
19127,248000,1
19127,324800,1
19127,276200,1
19127,135500,1
19127,214100,1
19127,176700,1
19127,358400,1
19127,2700,1
19127,336500,1
19127,241500,1
19127,220800,1
19127,244500,1
19127,258100,1
19127,283600,1
19127,301100,1
19127,234100,1
19127,178600,1
19127,309500,1
19127,244600,1
19127,132400,1
19127,136300,1
19127,284600,1
19127,199100,1
19127,224400,1
19127,359600,1
19127,269200,1
19127,520900,1
19127,289100,1
19127,362900,1
19127,1846900,1
19127,251100,1
19127,277900,1
19127,473200,1
19127,420100,1
19127,449700,1
19127,186300,1
19127,305000,1
19127,190800,1
19127,265000,1
19127,398500,1
19127,490700,1
19127,197800,1
19127,174400,1
19127,336500,1
19127,244700,1
19127,253700,1
19127,219600,1
19127,275900,1
19127,11100,1
19127,276500,1
19127,245400,1
19127,350500,1
19127,227500,1
19127,24900,1
19127,279200,1
19127,507700,1
19127,240900,1
19127,211400,1
19127,250200,1
19127,142400,1
19127,281300,1
19127,280100,1
19127,246900,1
19127,251600,1
19127,220400,1
19127,225000,1
19127,63600,1
19127,18500,1
19127,3148500,1
19127,833900,1
19127,247400,1
19127,274600,1
19127,230100,1
19127,219400,1
19127,225100,1
19127,260900,1
19127,236300,1
19127,210500,1
19127,102700,1
19127,30600,1
19127,474900,1
19127,249500,1
19127,242500,1
19127,210600,1
19127,228600,1
19127,234600,1
19127,297000,1
19127,232700,1
19127,83300,1
19127,249400,1
19127,247400,1
19127,219200,1
19127,201200,1
19127,348000,1
19127,452900,1
19127,33200,1
19127,41800,1
19127,319700,1
19127,22500,1
19127,238600,1
19127,224500,1
19127,215500,1
19127,223800,1
19127,267400,1
19127,19200,1
19127,237100,1
19127,284000,1
19127,251800,1
19127,286800,1
19127,146000,1
19127,322900,1
19127,281200,1
19127,216000,1
19127,236200,1
19127,209300,1
19127,303700,1
19127,411300,1
19127,302100,1
19127,262200,1
19127,215800,1
19127,233800,1
19127,241700,1
19127,221600,1
19127,250700,1
19127,7900,1
19127,217400,1
19127,198800,1
19127,220600,1
19127,240500,1
19127,270800,1
19127,290700,1
19127,211300,1
19127,202500,1
19127,336400,1
19127,383800,1
19127,10500,1
19127,307200,1
19127,35000,1
19127,232600,1
19127,225800,1
19127,71600,1
19127,206200,1
19127,465300,1
19127,209300,1
19127,230000,1
19127,198800,1
19127,21300,1
19127,221000,1
19127,333500,1
19127,186600,1
19127,290700,1
19127,246200,1
19127,198100,1
19127,241900,1
19127,273200,1
19127,165400,1
19127,240700,1
19127,22300,1
19127,254700,1
19127,258100,1
19127,215200,1
19127,303600,1
19127,229300,1
19127,482300,1
19127,214300,1
19127,197800,1
19127,233300,1
19127,60400,1
19127,211300,1
19127,223100,1
19127,311200,1
19127,75000,1
19127,181100,1
19127,246700,1
19127,221900,1
19127,236000,1
19127,46900,1
19127,461500,1
19127,235600,1
19127,297400,1
19127,27300,1
19127,29100,1
19127,22300,1
19127,202900,1
19127,255700,1
19127,337800,1
19127,331800,1
19127,223200,1
19127,3300,1
19127,58400,1
19127,63000,1
19127,330800,1
19127,200000,1
19127,26200,1
19127,31100,1
19127,21000,1
19127,212300,1
19127,220700,1
19127,132300,1
19127,315600,1
19127,235500,1
19127,306400,1
19127,184400,1
19127,282400,1
19127,250800,1
19127,251100,1
19127,303100,1
19127,241700,1
19127,280700,1
19127,274600,1
19127,221400,1
19127,252200,1
19127,11400,1
19127,195000,1
19127,284700,1
19127,214200,1
19127,364400,1
19127,269600,1
19127,267400,1
19127,298500,1
19127,298200,1
19127,44100,1
19127,268000,1
19127,193400,1
19127,256600,1
19127,246600,1
19127,277900,1
19127,245300,1
19127,353500,1
19127,20500,1
19127,20400,1
19127,211100,1
19127,421200,1
19127,280400,1
19127,300800,1
19127,232400,1
19127,109800,1
19127,39600,1
19127,14600,1
19127,13200,1
19127,13500,1
19127,14700,1
19127,39100,1
19127,225300,1
19127,227300,1
19127,339300,1
19127,230400,1
19127,247200,1
19127,225300,1
19127,277000,1
19127,29000,1
19127,24000,1
19127,21800,1
19127,156000,1
19127,206800,1
19127,236100,1
19127,485800,1
19127,2025200,1
19127,225900,1
19127,271000,1
19127,289300,1
19127,137600,1
19127,201700,1
19127,252000,1
19127,230200,1
19127,906100,1
19127,936500,1
19127,823200,1
19127,228200,1
19127,305600,1
19127,195500,1
19127,330800,1
19127,246900,1
19127,246200,1
19127,248000,1
19127,263100,1
19127,234200,1
19127,426400,1
19127,207900,1
19127,263700,1
19127,240200,1
19127,276800,1
19127,7600,1
19127,227300,1
19127,206000,1
19127,289300,1
19127,224400,1
19127,248000,1
19127,240000,1
19127,7700,1
19127,226100,1
19127,685800,1
19127,236400,1
19127,56500,1
19127,247400,1
19127,239900,1
19127,263200,1
19127,234200,1
19127,210500,1
19127,212300,1
19127,7600,1
19127,240600,1
19127,62600,1
19127,218100,1
19127,288700,1
19127,345800,1
19127,258900,1
19127,228700,1
19127,266400,1
19127,29600,1
19127,272700,1
19127,255200,1
19127,22000,1
19127,285700,1
19127,275000,1
19127,226700,1
19127,274900,1
19127,168800,1
19127,259500,1
19127,359600,1
19127,254800,1
19127,234300,1
19127,268000,1
19127,210500,1
19127,290400,1
19127,184400,1
19127,238200,1
19127,58700,1
19127,366200,1
19127,236000,1
19127,7300,1
19127,245500,1
19127,1139200,1
19127,319700,1
19127,66900,1
19127,23100,1
19127,23400,1
19127,22800,1
19127,492100,1
19127,379700,1
19127,235900,1
19127,185400,1
19127,3500,1
19127,227600,1
19127,218300,1
19127,260000,1
19127,300300,1
19127,1588000,1
19127,13700,1
19127,7400,1
19127,1100,1
19127,22400,1
19127,238600,1
19127,26500,1
19127,234000,1
19127,91100,1
19127,226000,1
19127,1022700,1
19127,244100,1
19127,7600,1
19127,5100,1
19127,231800,1
19127,10189100,1
19127,12300,1
19127,31500,1
19127,10600,1
19127,906100,1
19127,27100,1
19127,36600,1
19127,6400,1
19127,8600,1
19127,4100,1
19127,10000,1
19127,11500,1
19127,60700,1
19127,17700,1
19127,600000,1
19127,291900,1
19127,10700,1
19127,379200,1
19127,698400,1
19127,9400,1
19127,10800,1
19127,34300,1
19127,7700,1
19127,48100,1
19127,3966500,1
19127,88400,1
19127,1070900,1
19127,1329600,1
19127,160600,1
19127,799000,1
19127,699000,1
19127,699000,1
19127,354000,1
19127,699000,1
19127,699000,1
19127,699000,1
19127,799000,1
19127,53500,1
19127,11500,1
19127,414500,1
19127,345000,1
19127,59000,1
19127,238600,1
19127,185800,1
19127,326600,1
19127,295700,1
19127,232900,1
